,Link,Body_text
21,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,"
	Tarım ve Orman Bakanlığının hazırladığı “Türk Gıda Kodeksi Gıdalara Vitaminler, Mineraller ve Belirli Diğer Öğelerin Eklenmesi Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik” Resmi Gazete'de yayımlandı. Düzenlemeye göre, gıda satış ve toplu tüketim yerlerinde son tüketiciye arz edilecek olan bütün bitkisel ve bitkisel kaynaklı gıdalardaki trans yağ miktarı yüzde 2'yi geçemeyecek. Hayvansal kaynaklı yağlarda doğal olarak bulunan trans yağ ise kapsam dışı bırakıldı. Düzenleme, Dünya Sağlık Örgütünün öngördüğü şekilde yapıldı.
	Trans yağ düzenlemesi Avrupa Birliği'nde 1 Nisan 2021 tarihinde uygulamaya girecek. Yayımlanan yönetmelikle gıda işletmelerine 31 Aralık 2020 tarihine kadar geçiş süresi verildi. Dolasıyla Türkiye, trans yağ kısıtlamasını Avrupa Birliği'nden 3 ay önce hayata geçirmiş olacak."
22,https://www.iha.com.tr/haber-bakan-kasapoglu-17-bin-506-kisi-yurtlarda-51-bin-747-kisi-ise-evlerine-ugurlandi-843764/,
23,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,"
	Cumhurbaşkanı Recep Tayyip Erdoğan'ın talimatıyla korona virüs tedbirleri kapsamında 24 Nisan'da Suudi Arabistan'dan Türkiye'ye getirilen 268 kişi, Isparta'da Gençlik ve Spor İl Müdürlüğüne bağlı Murad Hüdavendigar Erkek Öğrenci Yurdu'nda 14 gün karantinaya alındı. 268 vatandaş, karantina süresinin sona ermesinin ardından bugün memleketlerine gönderildi. Sabah saatlerinde sosyal mesafe kuralına göre tek tek otobüslere alınan vatandaşlara memleketlerine dikmeleri için birer tane lavanta fidesi de hediye edildi.
“Her şeyimiz süperdi”
	Ufuk İşmioğulları, karantina süresince her şeyin çok güzel geçtiğini belirterek, “Cumhurbaşkanı Recep Tayyip Erdoğan'a sonsuz şükranlarımı sunarım. Yurt personellerimize teşekkür ederim. Hiçbir şeyimiz eksik değildi, her şeyimiz süperdi. Her şey için çok teşekkür ederim” dedi.
“Bir kez daha Türkiye Cumhuriyeti vatandaşı olmaktan onur ve şeref duydum”
	28 yıldır Arabistan'da yaşadığını ifade eden Özkan Yılmaz, “Öncelikle buraya gelmemize Sayın Cumhurbaşkanımıza ve bakanlarımıza, Isparta Valisi, Isparta Belediye Başkanı ile sağlık çalışanlarımıza ayrı ayrı teşekkür ediyoruz. 28 yıldır Arabistan'dayım, bir kez daha Türkiye Cumhuriyeti vatandaşı olmaktan onur ve şeref duydum. Çünkü başka ülkelerdeki vatandaşlar Türkiye Cumhuriyeti'nin yapmış olduğu iyilik ve güzellikleri görmediler. Biz devletimiz sayesinde buraya kadar geldik ve en güzel şekilde karşılandık. Sabunundan mendiline kadar her şeyimizi devletimiz karşıladı. Allah devletimize zeval vermesin ve daim etsin” diye konuştu.
“Devletimize teşekkür ediyoruz”
	Serhan Çevikoğulları da Türkiye Cumhuriyeti Devleti'nin kendileri zor durumdayken sahip çıktığını belirterek, “Devletimize teşekkür ediyoruz. Isparta'da iyi karşılandık. Her şey için teşekkür ederiz” dedi.
Ali Serkan Aygün
	 "
24,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,"
	Kısa Çalışma Ödeneği'nde ödemeler 5 Nisan 2020 tarihi itibari ile başladı. Aile Çalışma ve Sosyal Hizmetler Bakanı Zehra Zümrüt Selçuk'un açıkladığı son rakama göre kısa çalışma ödeneğine bugüne kadar 300 bin firma, 3,2 milyon çalışan için başvurduğunu açıkladı. İşte Kısa Çalışma Ödeneği ilişkin detaylar...

Kısa çalışma ödeneği şartları
	Kısa Çalışma Ödeneği'ni hak edebilmek için asgari 450 gün prim yatırılmış olması ve son 60 gün içinde kesintisiz olarak prim ödemesinin yapılmış olması gerekiyor. Kısa Çalışma Ödeneği başvurularında iş verinin çalışanlarla ilgili beyanı esas olacak.
3,2 milyon çalışan için başvuruldu
Kısa çalışmadan ne kadar süreyle yararlanılabilir?
	Kısa çalışmanın azami uygulanma süresi üç aydır.
Kısa çalışma ödeneğine hangi işverenler müracaat edebilir?
	Covid-19 sebebiyle işyerindeki haftalık çalışma sürelerini geçici olarak en az üçte bir oranında azaltan veya süreklilik koşulu aranmaksızın işyerinde faaliyetini tamamen veya kısmen en az dört hafta süreyle durduran her bir işveren kısa çalışma başvurusunda bulunabilir.
Her işçi kısa çalışma ödeneği alacak mı?
	Koronavirüs (Covid-19) kaynaklı zorlayıcı sebep gerekçesiyle yapılan kısa çalışma başvurularında işçilerin ödenekten yararlanabilmesi için; İşverenin kısa çalışma talebinin uygun bulunması, İşçinin kısa çalışmaya tabi tutulması ve Kısa çalışmanın başladığı tarih itibarıyla son 60 gün hizmet akdine tabi olması ve son 3 yılda en az 450 gün süreyle prim ödeme şartlarını taşıması gerekmektedir.
İşçilerin alacağı ödenek tutarı nedir?
	Kısa çalışma ödeneği tutarı; sigortalının son 12 aylık prime esas kazançları dikkate alınarak hesaplanan günlük ortalama brüt kazancının \%60'ı olarak belirlenir. Bu şekilde hesaplanan kısa çalışma ödeneği tutarı, aylık asgari ücretin brüt tutarının \%150'sini geçemez. Bu kapsamda, işçilerin çalışmadıkları günler için ödeme yapılacak olup, tamamen faaliyetin durdurulması halinde yapılan ödemeler her halükarda üst sınır olan 4.380,99 TL'yi aşamaz.
KISA ÇALIŞMA ÖDENEĞİ E-DEVLET'E ULAŞMAK İÇİN TIKLAYINIZ"
25,https://www.iha.com.tr/haber-borsa-gunu-dususle-tamamladi-843676/,"
	Borsa İstanbul 100 (BIST) endeksi günü yüzde 0,18'lik düşüşle tamamladı. Endeks, 172,65 puanlık azalışla 98 bin 398 puandan kapanırken, toplam işlem hacmi 12,1 milyar lira oldu. Gün sonunda bankacılık endeksi yüzde 0,19 değer kaybetti. Holding endeksi ise 0,18 arttı."
26,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,"
	İstanbul Medipol Üniversitesi İşletme ve Yönetim Bilimleri Fakültesi Öğretim Üyesi Prof. Dr. Kerem Alkin, dolar kurundaki yükselişi değerlendirdi. Prof. Dr. Alkin, COVİD-19 salgını küresel çapta yayıldıktan sonra dünya ekonomisinde nakit paraya, bilhassa ABD dolarına eğilimin arttığını söyledi.
	Son 2,5 aylık dönemde ABD dolarının dünyanın önde gelen para birimleri karşısında değer kazandığını kaydeden Prof. Dr. Alkin şöyle konuştu: ''ABD'de virüs salgının daha hızlı görülmeye başlandığı ilk günlerde, 9 Mart'ta 95 puanın altına inen dolar endeksi, ilerleyen günlerde ABD dolarına artan ilgi ve bilhassa Avrupa Birliği cephesinde salgının toplumsal ve ekonomik etkisine dair olumsuz tablo ile yeniden yükselişe geçti. 20 Mart'ta 102,82 puanı dahi gördü. Bu euro-dolar paritesi başta olmak üzere G-20 ülkelerinin para birimlerinin ABD doları karşısında değer kaybetmesine sebep oldu. ABD Yönetimi, Başkan Donald Trump doların değer kazanmasından memnun mu? Elbette değil. Bu nedenle Beyaz Saray, ABD Merkez Bankası (FED) üzerinde dolara değer kaybettirecek bir para politikası izlenmesi noktasında baskıyı arttırmakta. Dolar endeksi bu nedenle 14 ve 30 Nisan'da, iki kez 99 puana kadar gerilemiş olsa da, içinde bulunduğumuz hafta tekrar 100 puanın üzerine çıktı. Doğal olarak tüm ülke paraları bir kez daha dolara karşı değer kaybetti''.
	Londra merkezli finans kurumlarının dolar-TL manipülasyonu yaptıklarını belirten Prof. Dr. Alkin, ''Brezilya Reali, Güney Afrika Randı ve Hindistan Rupisi'nin ciddi değer kaybı yaşadığı bir konjonktürde tüm gelişmekte olan ülkelerin paralarının değer kaybı yüzde 14. TL'deki değer kaybı ise yüzde 17. Burada kritik olan konu, Londra merkezli yabancı finans kurumlarının, Türk bankalarından Türk Lirası elde edip bu elde ettikleri TL ile yine dönüp dolar alıp, dolar-TL manipülasyonu yapmaları. Dolar satın almak için TL almaya çalışan Londra merkezli bankalar, satın almaları gereken TL'yi de bulamayınca pozisyonlar 'açık' kaldı. Söz konusu Londra merkezli yabancı bankalar, TL'yi açığa satmaya kalkınca temerrüde düştüler. BDDK ve TCMB, Türk bankalarındaki TL imkanlarını kullanarak Londra üzerinden kur manipülasyonu yapılmasına izin vermiyor. Bu olay, Mart 2019'da da yaşanmıştı. Bu durumda, yabancı bankalar ellerindeki doları satıp TL bulmak suretiyle, açıklarını kapatmak zorunda'' şeklinde konuştu.
	Prof. Dr. Alkin, uluslararası finans çevrelerindeki spekülatörler ve yurt içindeki bir grup ekonomist Türkiye'yi her ne olursa olsun IMF ile bir kredi anlaşması yapmaya yönlendirmek istediğini söyledi. Türkiye üzerinde 'basınç' oluşturulmak istendiğini ifade eden Prof.Dr. Alkin, ''Yapılan son kamuoyu anketinde, Türk halkının yüzde 69'u IMF ile bir anlaşma yapılmasına tümüyle karşı. Bu iş nasıl olacak? Latin Amerika ülkelerinin çok ağır ekonomik ve sosyal bedellerden ödemesine sebep olan IMF konusunda, Türkiye'nin de 'hafızası' iyi anılara işaret etmiyor. IMF'nin küresel itibarı bu kadar kötüyken bu ısrar neden onu da anlamak zor. Virüsle mücadele başarıya ulaştığında ve dünya ekonomisi açıldığında bu kadar yükselen kurların sonra çok sert bir şekilde geri geldiğine şahit olacağız. Unutmayalım 2018'de ABD yönetiminin kur saldırısında, kur yine buraları test etti sonra 5,2 liraya kadar geriledi. Yani 2 lira ve ciddi kayıplar olduğuna da şahit olduk'' açıklamasında bulundu."
27,https://www.iha.com.tr/haber-bakan-selcuk-3-faz-sosyal-yardim-programimiza-6-milyonun-uzerinde-basvuru-almis-durumdayiz-843655/,"
	Bakan Selçuk, “Türkiye genelinde Covid-19 kaynaklı ölümler içinde huzurevlerindeki vefatlarımız yüzde 4 oranında. Covid döneminde ülke genelinde 82 tane sosyal izolasyon kuruluşu oluşturduk. 3. Faz sosyal yardım programımıza 6 milyonun üzerinde başvuru almış durumdayız'' ifadelerini kullandı. 
	 
	 
	 
	 
	 
	 
	 
	 "
28,https://www.iha.com.tr/haber-motorine-indirim-843647/,"
	Enerji Petrol Gaz İkmal İstasyonları İşveren Sendikası'nın (EPGİS), sosyal medya hesabı üzerinden yaptığı duyuruya göre, bu geceyarısından itibaren geçerli olmak üzere motorinin litre satış fiyatına 7 kuruş indirim yapıldı.
	Fiyat indiriminin ardından motorinin litre satış fiyatı İstanbul'da ortalama 5,22 liradan 5,15 liraya, Ankara'da 5,30 liradan 5,23 liraya, İzmir'de ise 5,32 liradan 5,25 liraya gerileyecek.
	Dağıtım firmalarının belirlediği fiyatlar rekabet ve serbesti nedeniyle şirketler ve kentlere göre küçük değişiklikler gösteriyor."
29,https://www.iha.com.tr/haber-japon-otomotiv-devinden-ozel-kredi-kampanyasi-843618/,"
	Honda, Civic Sedan için Mayıs ayına özel kredi kampanyası sundu. Buna göre marka, Civic Sedan modellerine sahip olmak isteyenlere Mayıs ayı boyunca 60 bin TL'lik kredi kullanımına yüzde 0,49 faiz oranı ile 18 ay vade imkanı sağlayacak.
	Bununla birlikte markanın Civic Hatchback, CR-V ve HR-V modellerinde ise ING Bank işbirliği kapsamında Mayıs ayı boyunca yüzde 0,84 faiz oranı sunulacağı bilgisi verildi."
30,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,"
	Koronavirüs dünya ekonomisinde tüm planları değiştirdi. Uzun sürede kurulması mümkün olmayan hastanelerin inşasında çelik konstrüksiyon tercih edildi. Başta hastaneler olmak üzere tüm üretim ve depolama alanlarında çelik konstrüksiyonun hızına ve sağlamlığına ihtiyaç günden güne artıyor.
“Kalkınma için üretim tesisleri hızlı ve ekonomik olarak kurulmalı”
	Hafif çelik yapıların yıldızının Covıd-19 sürecinde bir kez daha parladığına dikkat çeken AS STEEL Yönetim Kurulu Başkanı Erkan Sezer, “Küresel ekonomide endüstriyel yapıların önemi büyük. Salgın sonrası endüstriyel yapılara olan ihtiyaç en yüksek seviyede. Üretim tesisleri hızlı ve ekonomik olarak kurulmalı, bu da çelik konstrüksiyon ile tesislerin inşasının gerçekleşmesi planlarını devreye soktu. Ön talep sürecimiz Türkiye ve global siparişlerle sürüyor. Mevcut tesisler salgın sonrası dönemde siparişlere yetişmek için fabrikalarını ek alanlar ile büyüterek, üretim kapasitelerini artırmak zorunda kalacaklar. Bu devrede çelik konstrüksiyon tercih edilerek ekonominin çarkları hızla eskisinden de yüksek kapasite ile dönecek. Çelik kontrüksiyon yapılar depreme daha dayanıklıdır. Yapı elemanları fabrikada üretilip, beton kaide üzerinde birleştirilebilir. İstenildiği zaman sökülerek başka yerde tekrar kurulabilir. Yapısal çelik binalar, standart parçalardan oluşur ve civata-somun bağlantı yapılabilir. Bu açıdan her koşula uygun eklemelerin yapılması üretim kapasitesinin artışında genişleyebilir alan sağlamaktadır” dedi.
“Çelik konstrüksiyon yöntemi ile yapılar hızla tamamlanıyor”
	Özellikle depolama tesislerinin kurulumlarının da 2021 yılında artışa geçeceğine dikkat çeken AS STEEL Yönetim Kurulu Başkanı Erkan Sezer, “Düşük ağırlığına kıyasla yüksek mukavemeti, yanmazlık özelliği, ama hepsinden de öte hızlı ve kolay montaj ve kurulum özelliklerine sahip çelik konstrüksiyon yapıların önemi, COVID-19 Koronavirüs Salgını sürecinde bir kez daha ortaya çıktı. 45 günde tamamlanmak üzere 8 Nisan'da çalışmalarına başlanan ve çelik konstrüksiyon yöntemi ile yapılan 1000'er yatak kapasiteli Yeşilköy Atatürk Havalimanı ve Sancaktepe Salgın Hastaneleri, 25 günde neredeyse tamamlanma noktasına geldi. ABD'de bina inşaatlarında kullanılan toplam çeliğin yaklaşık olarak yüzde 40'ı soğuk-hadde çeliktir. Diğer yapı malzemelerine nazaran avantajlarından dolayı soğuk-hadde çelik önemli bir pazar payına sahiptir. Soğuk-haddelenmiş çelik betonarmeye görece çok daha düşük ağırlığa sahip olup, inşaat ve nakliye sırasında kısmi kolaylıklar da sağlamaktadır. Mukavemeti yüksektir, kalıp gerektirmez ve yanmaz bir malzemedir. Geri dönüştürülebilir ve tekrar kullanılabilirdir, hızlı ve kolay montaj ve kurulum imkânı verir. Çelik bu çok avantajlı özellikler ve AS STEEL olarak verdiğimiz 50 yıllık garanti nedeniyle, binaların, depoların, endüstriyel alanların inşasında tüm dünyada sıklıkla tercih edilmeye başlandı” diye konuştu.
“Her ekonomik dönemde çelik inşaatın baş aktörüdür”
	Yapılarda soğuk hadde çelik elemanların kullanımının ilk olarak ABD ve İngiltere'de 1850'lerde savaştan dönen gaziler için düşük maliyetli ve hızlı konut yapımı amacıyla başladığını belirten Erkan Sezer; “Günümüzde soğuk-hafif çelik profiller; evlerde duvar sistemlerinde, çatı makasları, yapı çerçevelerinde kullanılmaktadır. ABD, Japonya ve Batı Avrupa ülkelerinde hafif-çelik binalara yaygın olarak rastlanılmaktadır. Türkiye'de ise bu yapı türü özellikle 1999 Marmara Depremi'nden sonra ilgi çekmeye başlamıştır. Soğuk-haddelenmiş çelikler; genellikle binalarda, otomobillerde, ekipmanda, ev ve ofis mobilyalarında, servis direklerinde, depolama raflarında, tahıl silolarında, karayolu bariyerlerinde, drenaj tesislerinde ve köprülerde kullanılmaktadır. Her ekonomik dönemde çelik inşaatın baş aktörü olmuştur ve özellikle salgın döneminde ve sonrasında da bu ilgi sürecektir” ifadelerini kullandı."
31,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,"
	Cem Bağcı, koronavirüs sonrası dönemin ve yeni normalin tartışıldığı bugünlerde salgının ortaya çıkardığı “yeni normal” ve “dijitalleşme” kavramları hakkında önemli değerlendirmeler yaptı. Yapılan açıklamalara ve istatistiklere bakıldığında “tünelin sonundaki ışığın görüldüğünü” vurgulayan Bağcı, “Tünelden çıktığımızda eski dünya ile karşılaşmayacağız. Tüm kesimlerde hayatın normale dönmesi beklentisi var; ama artık eski şeyler olmayacak. Tünelden çıktığımızda değişen ya da değişmeye başlayan alışkanlıklarımızı daha da değiştirmemiz gerekecek. Artık dijitalleşmeye teslim olacağız ve birçok şey asla alıştığımız gibi olmayacak” dedi.
“Dijitalleşme her alanı saracak”
	İnsanların başka çaresi olmadığı için “yeni normal” sürece alışmak zorunda olduğuna dikkat çeken Bağcı, “Yeni normal dediğimiz süreç aslında yenilikler içeren bir süreç. Bu sürece ilişkin kavramlar, uygulamalar, faydaları ve zararları henüz net değil. Tüm dünya gibi biz de yeni normalin sadece dijitalleşme ayağına hızlı adapte olduk ve bu adaptasyon artarak devam edecek. Ama bilinen bir gerçek var ki; gelecekte yeni normal kavramına ve yeni normalin getirdiği yeniliklere, değişikliklere alışmak zorunda olacağız” ifadelerini kullandı.
	Yeni normal dönemde dijital dönüşümün ekmek ve su gibi ihtiyaç olacağına ve dijital dönüşüme ayak uyduramayan firmaların ayakta kalamayacağına dikkat çeken Cem Bağcı, “Dijitalleşme, yaşamımızdaki her alanı sarıyor ve sarmaya devam edecek. Eğitim sisteminde kökten değişikliklere şahit olacağız. Sınıf eğitimi ile birlikte online eğitimin de olduğu karma eğitim modeli benimsenecek. Üniversitelerde akademisyenler moderatörlük yapan bir danışmana dönüşecek. Uzaktan çalışma ya da evden çalışma iş modeli daha da yaygınlaşacak ve bu iş modeline uygun sektörler belki de ofislerini kapatacak, evden çalışacak. Şirketlerde veya kurumlarda video konferans uygulamaları işlerinin bir parçası olacak. Konferanslar, forumlar ve seminerler online olacak. Yani dijital uygulamalarla hayatımızın her alanında karşılaşacağız. Bu da firmaların dijitalleşme yatırımlarını daha da artıracak” dedi.
“Eski normali arayabiliriz”
	Yeni normalin getirdiği dijitalleşmenin insanlarda hem psikolojik hem de ekonomik sonuçlarının olacağını vurgulayan Bağcı, “İnsanlar salgının olası sonuçları için kendi yollarını arıyor. Günlük yaşam, iş, alışveriş, spor ve siyasette yeni kurallar keşfediliyor. Pandemiden sonraki günler için bu çok önemli. Virüsü ne zaman yeneriz, kimse tam olarak bilmiyor. Bu durum insanlarda psikolojik sorunlara yol açabilir. İşten çıkarılan ya da yeni döneme ayak uyduramayan insanlar ekonomik buhrana girebilir. Dijital dönüşüm ve yeni normal, eski günleri, eski normali aratabilir.” ifadelerini kullandı.
“Yeni rekabetleri ve e-ticaret savaşlarını göreceğiz”
	Açıklamasında e-ticarete de parantez açan Cem Bağcı, “Koronavirüsün geleceksel ticarete olumsuz etkisi oldu. Büyük markalar, ekonomik sorunlar yaşamaya başladı. Bütün ülkelerde e-ticarete eğilim arttı. Araştırmalara göre özellikle giyim, moda, ev ürünleri ve yemek siparişlerinde e-ticaret satışlarının arttığını görüyoruz. Fitness ekipmanlarından kozmetiğe, ev eşyalarından hobi ürünlerine kadar birçok ürüne talep patlaması var. Bu da gösteriyor ki yeni normal, ekonomide e-ticaret rekabetini daha da artıracak. Yani e-ticarete adapte olmuş firmalar kazandı ve kazanmaya devam edecekler. Yeni normalde yeni rekabetleri ve e-ticaret savaşlarını göreceğiz” diye konuştu."
32,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,"
	Günlük alışkanlıklara ve iş hayatına dair birçok değişikliği beraberinde getiren koronavirüs süreci ve sonrasında yapılacak iletişim çalışmaları, her zamankinden daha fazla önem taşıyor. Dijital alanda KOBİ'lerin sahip olması gereken varlıklar ve çalışmalar ise bu yeni dönemde artık bir gereklilik değil, zorunluluk. Yazılım, tasarım, sosyal medya, dijital pazarlama ve sadakat uygulamaları konularında markalara hizmet veren Markakod'un CEO'su Ahmet Göker, kritik salgın dönemi ve sonrasında dijital dünyada KOBİ'lerin mutlaka atması gereken adımları paylaştı.
''Çevrimiçi varlıkların önemi artıyor''
	Çevrimiçi varlıkların önemine değinen Ahmet Göker, ''Karantina sürecinin getirdiği yaşam süreci dolayısıyla şimdiye kadar olmadığından çok daha fazla insan çevrimiçi durumda.Bu durumu fırsata çevirmek için KOBİ'lerin online varlıklarını geliştirmeleri, mümkünse küçük bütçelerle yenilemeler ve düzenlemeler yapmaları önemli pazarlama fırsatları sunuyor. KOBİ'lerin müşterileriyle buluştuğu ilk alanlardan biri olan web sitelerinin yanı sıra mobil aplikasyon, blog, Youtube kanalı gibi mevcut online varlıklara küçük de olsa yatırımlar yapmalarının bilinirlik, satış ve gelir artırışını beraberinde getireceği unutulmamalıdır'' dedi.
''Dijital itibar KOBİ'ler için de öncelik''
	Göker, sözlerine şöyle devam etti: ''İtibar yönetimi sadece büyük markalar için değildir. Küçük ve orta boy işletmeler, daha iyi hizmet vermek için müşterilerinin onlar hakkında ne düşündüklerini ne söylediklerini bilmeli ve yazılan tüm yorumları mutlaka takip etmelidirler. Dijital dünyada işletmeye ait itibarın doğru yönetimi için dijital PR'a ya da diğer bir deyişle dijital halkla ilişkilere yatırım yapılmalıdır. Ayrıca dijital dünyada olumsuz görüş bildiren müşterilerle iletişim kurulmalı ve mevcut sorunlarına çözüm sunulmalıdır''.
	Müşteriye ulaşılacak dijital araçlara değinen Göker, ''KOBİ'ler içinde müşteriye ulaştıracak dijital araçlardan biri de Google Benim İşletmem (Google My Business) hizmetidir. Google üzerinden kolayca ulaşılabilecek bu hizmet, KOBİ'lere ait bilgileri Google üzerinden kullanıcılarına ücretsiz olarak sunuyor. Bu hizmeti kullanmak için bir gmail e-posta hesabınız sahip olmanız yeterli'' şeklinde konuştu."
33,https://www.iha.com.tr/haber-rekabet-kurumu-zincir-marketler-dahil-29-tesebbus-hakkinda-sorusturma-acti-843607/,
34,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,"
	İhracatın en önemli göstergelerinden biri olan 'kilogram başı ihracat değerini' artırma konusunda fikri, sınaî ve mülkiyet hakları alanında atılacak adımlar büyük bir öneme sahip. Bu kapsamda ihracatçı firmaların artmasına karşın aynı artışın markalaşma faaliyetlerine yansımaması dikkat çekti.
	Son yıllarda ihracatta ‘katma değer' konusunun yoğun bir şekilde gündeme getirildiğinin altını çizen Adres Patent Genel Müdürü Cumhur Akbulut, ihracatçı firma sayısının 2017 yılında 70 bin civarından olduğunu ifade ederek, ""Bugün ise ihracatçı firma sayımız 90 bin dolayında. Bu artış ülkemiz için sevindirici. Ancak katma değerin artırmasında kritik bir yere sahip olan patentli ürünlerle ihracatın ve markalaşma alanında faaliyetlerin aynı oranda arttığı görülmüyor. En az bir adet tescilli marka ile ihracat yapan firmaların başvurularına baktığımızda marka tescili korumasına sahip 20 bin civarında firma bulunuyor. Bu konuda özellikle Türkiye İhracatçılar Meclisi'nin ciddi adımlar atması gerektiğini düşünüyorum. Bugün her beş ihracatçıdan dördü gümrüklerde mallarına el konma, taklit edilme ve maddi manevi ciddi hak kayıplarına uğrama konusunda büyük risk altında. Dolayısıyla ihracatımızın yüzde 80‘i risk altında. Bu kapsamda TİM'in ihracatçı firmalara markalaşma alanında farkındalık çalışmaları yapması son derece önemli"" dedi.
	Genellikle karşılaşılan sorunların başında, ihracatçı firmaların yurt dışında katıldığı fuarda veya seyahat sonrasında ticari ilişkiler kurmak için bir distribütör firma ile anlaşma yaptığını, o distribütörün de markayı kendi adına tescil ettirdiğini belirten Akbulut, ""Şirketler firmayı kuruyor, pazarlama faaliyetlerini gerçekleştirirken markaya yatırım yapmaya başlıyor, yurtdışından siparişler alıyor ve üretime başlıyor. Fakat markasını ihracat yaptığı ülkede tescil ettirmiyor. Tam bu noktada çoğunlukla karşılaştığımız durumlarda olduğu gibi distribütör firma bir süre sonra markayı o ülkede kendi adına tescil ettiriyor ve ihracatçımızın o marka ile yapılmasını engelliyor. Yurt dışında bu ve benzeri örnekler çokça sıralanıyor"" diye konuştu.
""Madrid Protokolüne başvurular markanın korunmasında önemli""
	Diğer taraftan ihracatçı firmaların markalarını uluslararası alanda korumanın önemine değinen Akbulut, ""Özellikle birden fazla ülkeye ihracat yapan firmalarımızın Madrid Protokol'üne başvurması büyük bir öneme sahip. Madrid Protokol'ü hem sizin birden fazla ülkeden daha az maliyetlerle markanızı tescil altına almanıza olanak sağlarken hem de bilinirlik konusunda size ayrıca avantajlar sağlıyor” bilgisini verdi.
	Marka değerinin firmalar açısından öneminden bahseden Akbulut, ""Günümüzde küresel birçok firma markaları satın alarak bilinirlik konusunda ve pazarda yer edinme açısından avantaj sağlamak için yerel bazda birçok markayı satın alıyor. Artık şirketlerin bilançolarındaki aktiflerin içerisinde markaların değeri yüzde 90 daha fazla. İhracatçı firmalarımızın da bunun bilincinde olarak markalaşma faaliyetlerine daha fazla ağırlık vermesi gerektiğini vurgulamamız gerekiyor."" değerlendirmesinde bulundu."
35,https://www.iha.com.tr/haber-serbest-piyasada-altin-fiyatlari-843583/,"
	İstanbul Kapalıçarşı'da 394,30 liradan alınan 24 Ayar Külçe Altın (Gr.) 394.50 liradan, 2 bin 598 liradan alınan Cumhuriyet Ata Lira 2 bin 619 liradan, 359,60 liradan alınan 22 Ayar Bilezik (Gr.) 363,60 liradan, 2 bin 539 liradan alınan Lira (Tam) Ziynet 2 bin 559 liradan, bin 270 liradan alınan Yarım Ziynet bin 280 liradan ve 635 liradan alınan Çeyrek Ziynet 640 liradan satıyor."
